state,county,NAME,Doctorate degree ,Professional school degree,Masters degree,Bachelors degree,population_size
20,089,"Jewell County, Kansas",9,26,86,304,2200
20,159,"Rice County, Kansas",78,40,337,966,6234
20,185,"Stafford County, Kansas",15,18,175,520,2886
20,139,"Osage County, Kansas",63,36,644,1372,10992
20,031,"Coffey County, Kansas",16,67,350,999,5833
20,037,"Crawford County, Kansas",192,390,2003,4365,23261
20,073,"Greenwood County, Kansas",12,24,194,650,4415
24,013,"Carroll County, Maryland",1307,2076,12827,26207,116607
24,035,"Queen Anne's County, Maryland",624,767,3726,7684,35106
24,037,"St. Mary's County, Maryland",891,932,7830,14049,74327
24,017,"Charles County, Maryland",856,1248,10430,18379,106804
24,019,"Dorchester County, Maryland",196,352,1292,3040,23058
24,043,"Washington County, Maryland",813,1147,7432,13654,105079
24,045,"Wicomico County, Maryland",1157,1063,5150,10206,64556
24,015,"Cecil County, Maryland",674,716,5068,10518,70955
24,011,"Caroline County, Maryland",107,180,1497,2368,22557
25,025,"Suffolk County, Massachusetts",16993,23611,74042,140212,553283
25,007,"Dukes County, Massachusetts",175,701,1496,3390,12824
25,017,"Middlesex County, Massachusetts",58422,46031,218821,308958,1123325
25,005,"Bristol County, Massachusetts",4180,5482,31075,71837,392815
25,013,"Hampden County, Massachusetts",2859,4589,26261,52427,317450
25,009,"Essex County, Massachusetts",9448,12877,65487,128568,542962
25,011,"Franklin County, Massachusetts",1332,1184,6476,10832,53146
25,027,"Worcester County, Massachusetts",9457,10781,61736,124955,568517
25,015,"Hampshire County, Massachusetts",5229,2752,16505,23906,100133
26,033,"Chippewa County, Michigan",281,271,1267,3711,26027
26,115,"Monroe County, Michigan",337,964,6023,14257,105199
26,125,"Oakland County, Michigan",14979,31949,133621,237197,884264
26,059,"Hillsdale County, Michigan",208,357,1522,3334,31260
26,121,"Muskegon County, Michigan",405,1183,5620,16129,118362
26,089,"Leelanau County, Michigan",300,595,2271,4318,16727
26,087,"Lapeer County, Michigan",184,386,3028,7816,62492
26,151,"Sanilac County, Michigan",81,191,1178,2708,29346
26,083,"Keweenaw County, Michigan",38,28,166,313,1703
26,131,"Ontonagon County, Michigan",19,47,187,550,4855
26,139,"Ottawa County, Michigan",2276,2490,15184,40781,178343
26,001,"Alcona County, Michigan",45,93,345,960,8514
26,067,"Ionia County, Michigan",154,237,1751,5026,43681
26,079,"Kalkaska County, Michigan",58,89,410,955,12716
26,021,"Berrien County, Michigan",1230,1737,9005,17947,107629
26,129,"Ogemaw County, Michigan",41,117,501,1246,15670
26,165,"Wexford County, Michigan",86,202,1046,2871,23078
26,039,"Crawford County, Michigan",59,114,557,1300,10469
26,043,"Dickinson County, Michigan",91,279,1197,3219,18590
26,063,"Huron County, Michigan",67,217,912,2486,23078
26,065,"Ingham County, Michigan",6423,4604,20040,37435,176299
26,105,"Mason County, Michigan",219,224,1566,2833,20993
26,109,"Menominee County, Michigan",68,141,648,1941,17185
26,113,"Missaukee County, Michigan",38,70,368,984,10439
26,149,"St. Joseph County, Michigan",195,237,1908,4273,40926
26,159,"Van Buren County, Michigan",251,459,3155,7375,51685
26,011,"Arenac County, Michigan",35,44,359,995,11390
26,015,"Barry County, Michigan",234,366,2040,6284,42357
26,071,"Iron County, Michigan",43,83,468,1017,8710
26,019,"Benzie County, Michigan",106,255,1181,2478,13287
26,153,"Schoolcraft County, Michigan",49,36,248,630,6167
26,163,"Wayne County, Michigan",9977,17084,86242,169603,1181985
26,055,"Grand Traverse County, Michigan",1015,1592,6372,15020,66588
26,097,"Mackinac County, Michigan",69,124,690,1066,8381
26,049,"Genesee County, Michigan",1421,3389,16727,37711,279412
20,099,"Labette County, Kansas",125,217,550,1699,13830
20,173,"Sedgwick County, Kansas",3412,5964,27802,65492,332612
20,157,"Republic County, Kansas",27,35,272,537,3414
20,065,"Graham County, Kansas",16,14,70,370,1899
20,045,"Douglas County, Kansas",3462,2245,10816,18084,69728
20,179,"Sheridan County, Kansas",0,25,71,304,1817
20,069,"Gray County, Kansas",25,16,168,555,3778
46,121,"Todd County, South Dakota",25,22,216,505,4923
46,102,"Oglala Lakota County, South Dakota",10,22,194,532,7271
53,039,"Klickitat County, Washington",220,278,1194,3383,16130
53,027,"Grays Harbor County, Washington",329,394,2244,5710,52712
53,069,"Wahkiakum County, Washington",8,21,233,377,3296
53,025,"Grant County, Washington",290,378,2484,7132,58017
53,061,"Snohomish County, Washington",6083,8173,44459,123003,554199
54,089,"Summers County, West Virginia",19,53,469,901,9966
54,025,"Greenbrier County, West Virginia",170,383,1311,3299,25887
54,057,"Mineral County, West Virginia",101,127,960,1820,19369
54,041,"Lewis County, West Virginia",29,87,594,971,11603
54,075,"Pocahontas County, West Virginia",25,37,239,655,6463
54,083,"Randolph County, West Virginia",174,261,1085,2104,20960
54,105,"Wirt County, West Virginia",34,1,170,267,4229
54,015,"Clay County, West Virginia",58,0,207,295,6075
54,061,"Monongalia County, West Virginia",3046,2542,8726,13771,65553
54,103,"Wetzel County, West Virginia",48,53,328,901,11105
54,039,"Kanawha County, West Virginia",1558,3224,9284,19688,132579
54,077,"Preston County, West Virginia",226,135,1431,2400,24808
54,085,"Ritchie County, West Virginia",6,18,274,517,7199
54,043,"Lincoln County, West Virginia",37,54,273,965,14738
54,007,"Braxton County, West Virginia",27,43,352,1140,10450
54,005,"Boone County, West Virginia",41,53,571,884,15984
54,109,"Wyoming County, West Virginia",27,69,579,766,15426
55,033,"Dunn County, Wisconsin",388,324,1849,5051,27291
55,043,"Grant County, Wisconsin",502,444,1886,4751,31797
55,117,"Sheboygan County, Wisconsin",597,655,4752,14106,80031
55,078,"Menominee County, Wisconsin",0,34,175,263,2631
55,011,"Buffalo County, Wisconsin",45,106,409,1281,9550
55,063,"La Crosse County, Wisconsin",1350,1698,6708,16553,75456
55,073,"Marathon County, Wisconsin",660,1574,5409,16148,93611
55,121,"Trempealeau County, Wisconsin",84,117,885,2779,20049
55,027,"Dodge County, Wisconsin",327,563,2225,7622,63143
55,125,"Vilas County, Wisconsin",166,260,1326,3211,17067
55,071,"Manitowoc County, Wisconsin",232,529,2533,8232,56932
55,013,"Burnett County, Wisconsin",73,121,556,1690,11735
55,029,"Door County, Wisconsin",321,532,1763,4642,21534
55,039,"Fond du Lac County, Wisconsin",498,553,3958,11507,71648
55,091,"Pepin County, Wisconsin",20,63,237,761,5246
55,103,"Richland County, Wisconsin",91,155,648,1446,12295
55,137,"Waushara County, Wisconsin",74,144,842,1911,18275
55,065,"Lafayette County, Wisconsin",40,64,600,1445,11407
55,093,"Pierce County, Wisconsin",291,383,1917,5099,26371
55,015,"Calumet County, Wisconsin",200,348,1972,7507,34054
55,059,"Kenosha County, Wisconsin",887,1012,8622,19032,113037
56,019,"Johnson County, Wyoming",13,63,595,1255,6067
20,199,"Wallace County, Kansas",0,10,65,272,1070
20,017,"Chase County, Kansas",4,21,109,330,1820
20,189,"Stevens County, Kansas",18,17,125,321,3521
20,183,"Smith County, Kansas",25,17,104,456,2701
20,067,"Grant County, Kansas",56,39,107,453,4408
26,009,"Antrim County, Michigan",177,286,1417,3155,17456
26,061,"Houghton County, Michigan",770,252,1930,3952,21169
26,093,"Livingston County, Michigan",1148,2126,12662,31116,132951
26,069,"Iosco County, Michigan",58,138,954,1960,19541
26,085,"Lake County, Michigan",49,47,287,703,9151
26,101,"Manistee County, Michigan",135,277,882,2430,18346
20,085,"Jackson County, Kansas",38,101,502,1166,8930
20,095,"Kingman County, Kansas",37,29,239,965,5200
20,109,"Logan County, Kansas",0,39,28,251,1915
20,131,"Nemaha County, Kansas",68,92,340,1180,6623
20,149,"Pottawatomie County, Kansas",385,204,1161,3346,15081
20,209,"Wyandotte County, Kansas",633,1137,4432,12732,104412
20,021,"Cherokee County, Kansas",61,145,791,1719,13859
20,015,"Butler County, Kansas",404,483,3676,8481,43819
20,027,"Clay County, Kansas",44,2,512,947,5642
20,105,"Lincoln County, Kansas",7,15,178,286,2132
20,169,"Saline County, Kansas",479,685,2354,6623,37090
20,191,"Sumner County, Kansas",33,128,842,2633,15616
20,195,"Trego County, Kansas",11,18,135,366,2133
20,197,"Wabaunsee County, Kansas",34,59,301,749,4724
20,205,"Wilson County, Kansas",36,29,260,665,5997
20,123,"Mitchell County, Kansas",7,105,236,734,4150
20,141,"Osborne County, Kansas",12,22,96,468,2536
20,005,"Atchison County, Kansas",139,90,698,1307,10135
20,055,"Finney County, Kansas",155,220,956,2342,21521
20,075,"Hamilton County, Kansas",13,8,31,260,1665
20,103,"Leavenworth County, Kansas",302,599,6135,10151,54570
20,201,"Washington County, Kansas",7,18,183,576,3857
20,203,"Wichita County, Kansas",4,4,62,239,1500
20,129,"Morton County, Kansas",6,1,72,243,1862
20,137,"Norton County, Kansas",2,1,177,570,3992
20,009,"Barton County, Kansas",98,234,793,2611,17859
20,029,"Cloud County, Kansas",67,65,458,848,6001
20,047,"Edwards County, Kansas",3,21,65,293,2113
20,101,"Lane County, Kansas",7,0,73,166,1067
20,165,"Rush County, Kansas",14,13,96,395,2185
20,115,"Marion County, Kansas",54,113,443,1444,8204
20,133,"Neosho County, Kansas",74,140,688,1048,10778
20,143,"Ottawa County, Kansas",22,17,188,772,4084
20,161,"Riley County, Kansas",2072,754,4936,9451,37747
20,007,"Barber County, Kansas",49,47,150,419,3216
20,041,"Dickinson County, Kansas",80,74,655,2176,13044
20,087,"Jefferson County, Kansas",49,102,835,2084,13246
21,089,"Greenup County, Kentucky",120,424,1287,2511,25337
21,069,"Fleming County, Kentucky",20,36,484,728,9862
21,043,"Carter County, Kentucky",32,126,815,1367,18616
21,081,"Grant County, Kentucky",46,90,564,1382,16107
21,111,"Jefferson County, Kentucky",7333,14118,50785,105125,530358
21,141,"Logan County, Kentucky",74,211,842,1891,18421
21,161,"Mason County, Kentucky",59,188,814,1228,11758
21,191,"Pendleton County, Kentucky",26,113,491,702,10066
21,201,"Robertson County, Kentucky",0,4,44,198,1507
21,215,"Spencer County, Kentucky",49,115,868,1604,12988
21,011,"Bath County, Kentucky",37,96,297,758,8210
21,007,"Ballard County, Kentucky",14,31,310,542,5624
21,021,"Boyle County, Kentucky",264,371,1692,2711,20026
21,087,"Green County, Kentucky",47,69,370,559,7940
21,095,"Harlan County, Kentucky",83,182,703,1057,18697
21,159,"Martin County, Kentucky",2,41,225,723,8470
21,137,"Lincoln County, Kentucky",40,135,708,1320,16950
21,171,"Monroe County, Kentucky",77,111,371,507,7416
21,183,"Ohio County, Kentucky",122,155,791,1166,16371
21,225,"Union County, Kentucky",44,55,357,598,9525
21,233,"Webster County, Kentucky",35,28,222,621,9044
48,249,"Jim Wells County, Texas",56,92,559,2424,25700
48,111,"Dallam County, Texas",8,0,162,542,4511
26,119,"Montmorency County, Michigan",31,39,304,636,7389
26,141,"Presque Isle County, Michigan",37,137,518,1085,9933
26,051,"Gladwin County, Michigan",40,99,895,1501,18845
26,077,"Kalamazoo County, Michigan",3500,3436,18980,38045,164642
26,107,"Mecosta County, Michigan",440,336,1757,3568,26926
26,103,"Marquette County, Michigan",622,766,3140,10120,44463
26,123,"Newaygo County, Michigan",176,239,1509,3686,33734
26,133,"Osceola County, Michigan",118,71,608,1516,16313
26,137,"Otsego County, Michigan",58,309,1039,2699,17417
26,025,"Calhoun County, Michigan",565,843,5242,12525,91137
26,031,"Cheboygan County, Michigan",92,222,1243,2471,19486
26,095,"Luce County, Michigan",4,43,249,585,4783
26,081,"Kent County, Michigan",4930,8591,37910,101442,427937
26,145,"Saginaw County, Michigan",1014,2044,6863,17593,131963
26,155,"Shiawassee County, Michigan",184,396,2085,5521,48017
26,017,"Bay County, Michigan",351,779,3594,9689,74642
26,029,"Charlevoix County, Michigan",169,526,1802,3494,19276
26,041,"Delta County, Michigan",97,352,1270,3827,26468
26,047,"Emmet County, Michigan",294,591,2302,4865,24091
27,071,"Koochiching County, Minnesota",33,84,288,1049,9360
27,097,"Morrison County, Minnesota",96,151,865,2865,22963
27,113,"Pennington County, Minnesota",57,92,320,1414,9748
27,147,"Steele County, Minnesota",175,333,1445,4432,24579
27,167,"Wilkin County, Minnesota",20,40,185,798,4386
27,001,"Aitkin County, Minnesota",48,149,469,1568,12375
27,043,"Faribault County, Minnesota",48,61,297,1425,9863
27,101,"Murray County, Minnesota",29,57,262,891,5972
27,067,"Kandiyohi County, Minnesota",179,522,1364,4634,28805
27,075,"Lake County, Minnesota",101,124,518,1592,8104
27,133,"Rock County, Minnesota",10,119,297,1085,6359
27,135,"Roseau County, Minnesota",27,110,306,1664,10389
27,155,"Traverse County, Minnesota",3,55,74,308,2516
27,005,"Becker County, Minnesota",265,380,1103,4068,23293
27,053,"Hennepin County, Minnesota",17207,29892,112295,273222,864170
27,015,"Brown County, Minnesota",87,241,583,2935,17339
27,023,"Chippewa County, Minnesota",33,55,274,1203,8245
27,029,"Clearwater County, Minnesota",20,27,200,781,6029
27,049,"Goodhue County, Minnesota",210,440,1960,5894,32680
27,059,"Isanti County, Minnesota",211,200,1095,3502,27065
27,063,"Jackson County, Minnesota",14,50,252,1294,7139
27,099,"Mower County, Minnesota",300,300,1409,3943,26837
27,115,"Pine County, Minnesota",115,102,743,2211,21332
27,109,"Olmsted County, Minnesota",3447,5025,12070,26461,104693
27,159,"Wadena County, Minnesota",14,83,219,960,9246
27,009,"Benton County, Minnesota",166,223,1141,4776,26759
27,047,"Freeborn County, Minnesota",92,238,716,2686,21772
27,061,"Itasca County, Minnesota",210,429,1719,5156,32592
27,121,"Pope County, Minnesota",42,106,415,1282,8050
27,149,"Stevens County, Minnesota",188,133,223,1237,5835
27,151,"Swift County, Minnesota",17,47,193,1044,6652
27,033,"Cottonwood County, Minnesota",42,67,266,1184,7810
27,139,"Scott County, Minnesota",1026,1421,8151,26721,93633
27,157,"Wabasha County, Minnesota",172,239,820,2429,15443
27,117,"Pipestone County, Minnesota",17,57,164,1086,6209
27,107,"Norman County, Minnesota",23,26,140,670,4509
27,103,"Nicollet County, Minnesota",548,382,1621,4939,22161
48,157,"Fort Bend County, Texas",11940,10655,66049,137933,490211
48,235,"Irion County, Texas",3,10,21,122,1039
48,489,"Willacy County, Texas",14,31,267,866,13296
48,115,"Dawson County, Texas",2,21,180,948,8084
48,051,"Burleson County, Texas",73,57,467,1584,12622
48,355,"Nueces County, Texas",2318,2917,12695,33515,235560
48,379,"Rains County, Texas",12,42,294,851,8734
48,385,"Real County, Texas",7,0,103,282,2257
48,431,"Sterling County, Texas",0,7,26,41,775
48,065,"Carson County, Texas",20,14,319,818,4118
48,161,"Freestone County, Texas",104,88,473,1461,13915
48,197,"Hardeman County, Texas",10,36,59,273,2765
48,045,"Briscoe County, Texas",6,18,36,147,1048
48,291,"Liberty County, Texas",64,136,1387,3692,54264
48,301,"Loving County, Texas",0,0,0,0,71
48,395,"Robertson County, Texas",22,44,404,1400,11599
48,401,"Rusk County, Texas",94,152,1624,3830,36843
48,455,"Trinity County, Texas",13,33,322,996,10591
48,019,"Bandera County, Texas",123,177,931,2626,16904
48,075,"Childress County, Texas",13,76,118,738,5178
48,091,"Comal County, Texas",1054,1599,9831,23881,98736
48,225,"Houston County, Texas",40,62,523,1910,16645
48,349,"Navarro County, Texas",103,186,1464,3333,31966
48,415,"Scurry County, Texas",67,117,414,1211,11141
48,433,"Stonewall County, Texas",6,0,44,96,988
48,021,"Bastrop County, Texas",564,419,2646,7856,55546
48,025,"Bee County, Texas",140,188,507,1131,22009
48,103,"Crane County, Texas",0,24,85,318,2902
50,021,"Rutland County, Vermont",328,848,3710,8280,42700
50,017,"Orange County, Vermont",422,494,1935,3318,21216
50,027,"Windsor County, Vermont",970,1023,4970,8916,41532
49,049,"Utah County, Utah",5304,4783,27935,84186,299470
49,013,"Duchesne County, Utah",41,66,381,1238,11779
49,047,"Uintah County, Utah",102,184,610,2401,20906
49,011,"Davis County, Utah",1902,3234,19106,51886,201625
49,015,"Emery County, Utah",22,73,153,778,6312
49,017,"Garfield County, Utah",17,20,233,622,3447
51,093,"Isle of Wight County, Virginia",263,515,2197,4132,26285
51,620,"Franklin city, Virginia",57,58,295,689,5762
51,678,"Lexington city, Virginia",178,135,280,897,3190
51,089,"Henry County, Virginia",219,130,1486,3433,37831
51,101,"King William County, Virginia",7,89,565,1756,11503
51,109,"Louisa County, Virginia",339,369,1861,3739,26220
51,147,"Prince Edward County, Virginia",284,198,1080,1927,13040
51,165,"Rockingham County, Virginia",951,698,4226,8600,54936
21,035,"Calloway County, Kentucky",549,349,2273,3714,24156
21,045,"Casey County, Kentucky",65,83,520,738,11006
21,047,"Christian County, Kentucky",114,528,2408,4310,40647
21,059,"Daviess County, Kentucky",521,696,4882,9453,67786
21,085,"Grayson County, Kentucky",47,167,528,1136,17868
21,101,"Henderson County, Kentucky",169,358,2148,3142,31970
21,103,"Henry County, Kentucky",47,149,363,867,10894
21,107,"Hopkins County, Kentucky",234,642,1489,2863,31625
21,109,"Jackson County, Kentucky",56,185,261,794,9379
21,125,"Laurel County, Kentucky",97,467,1813,3640,41644
21,157,"Marshall County, Kentucky",101,241,1534,2483,22678
21,163,"Meade County, Kentucky",26,255,1354,2106,19302
21,173,"Montgomery County, Kentucky",91,235,949,1705,19038
21,181,"Nicholas County, Kentucky",45,27,132,228,4859
21,185,"Oldham County, Kentucky",673,1485,5383,10959,43619
27,041,"Douglas County, Minnesota",283,371,1425,4911,26849
27,051,"Grant County, Minnesota",22,30,178,564,4232
27,069,"Kittson County, Minnesota",22,73,159,542,3077
27,079,"Le Sueur County, Minnesota",157,177,820,3293,19335
21,187,"Owen County, Kentucky",17,32,192,588,7574
21,203,"Rockcastle County, Kentucky",9,84,467,789,11876
21,209,"Scott County, Kentucky",440,605,2937,6122,35600
21,227,"Warren County, Kentucky",1333,1916,6776,15116,78027
21,003,"Allen County, Kentucky",35,102,695,1493,14417
21,017,"Bourbon County, Kentucky",141,128,760,1703,14060
21,029,"Bullitt County, Kentucky",168,322,2430,5315,55897
21,055,"Crittenden County, Kentucky",5,106,233,488,6367
21,075,"Fulton County, Kentucky",18,30,153,382,4346
21,119,"Knott County, Kentucky",34,229,548,759,10563
21,165,"Menifee County, Kentucky",17,18,96,394,4699
21,177,"Muhlenberg County, Kentucky",25,209,790,1711,21740
21,193,"Perry County, Kentucky",259,262,1093,1085,18747
21,237,"Wolfe County, Kentucky",30,9,271,138,5174
21,051,"Clay County, Kentucky",47,229,533,621,14540
21,013,"Bell County, Kentucky",93,145,692,803,18922
21,057,"Cumberland County, Kentucky",3,60,169,417,4875
21,083,"Graves County, Kentucky",109,345,1434,2483,25178
21,129,"Lee County, Kentucky",0,42,157,211,4962
